list;trials;item;condition;;;D;C;F;size_A;size_B;size_C;size_D;size_E;size_F;color_A;color_B;color_C;color_D;color_E;color_F;form_A;form_B;form_C;form_D;form_E;form_F;noun;sentence_1;sentence_2;context;sharpness
5;43;32;fzrcf;zr;cf;NA;NR-BD;R-BD;NA;NA;NA;NA;NA;NA;orange;orange;orange;orange;orange;grey;diamond;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den orangen diamantförmigen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;44;32;fzrdc;zr;dc;NR-A;R-BD;NA;10;10;10;9;10;3;orange;grey;grey;grey;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen orangen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;45;32;fzrdf;zr;df;NR-A;NA;R-BD;10;10;10;9;10;3;NA;NA;NA;NA;NA;NA;diamond;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den großen diamantförmigen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;46;33;fbrcf;br;cf;NA;BR-CE;BR-CE;NA;NA;NA;NA;NA;NA;brown;brown;black;black;brown;black;circle;star;circle;circle;star;star;Aufkleber;Brauchst du den runden braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;47;33;fbrdc;br;dc;BR-A;BR-CE;NA;10;10;2;3;9;3;brown;black;brown;brown;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den braunen großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
5;48;33;fbrdf;br;df;BR-A;NA;BR-CE;10;10;2;3;9;3;NA;NA;NA;NA;NA;NA;circle;star;circle;circle;star;star;Aufkleber;Brauchst du den runden großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;49;33;fercf;er;cf;NA;R-CE;NR-CE;NA;NA;NA;NA;NA;NA;brown;black;black;black;black;black;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den braunen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;50;33;ferdc;er;dc;R-A;NR-CE;NA;10;2;2;1;1;2;brown;brown;brown;brown;brown;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen braunen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
5;51;33;ferdf;er;df;R-A;NA;NR-CE;10;2;2;1;1;2;NA;NA;NA;NA;NA;NA;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den großen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;52;33;fzrcf;zr;cf;NA;NR-CE;R-CE;NA;NA;NA;NA;NA;NA;brown;brown;brown;brown;brown;black;circle;star;star;star;star;star;Aufkleber;Brauchst du den braunen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;53;33;fzrdc;zr;dc;NR-A;R-CE;NA;9;10;9;9;10;3;brown;black;black;black;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen braunen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
5;54;33;fzrdf;zr;df;NR-A;NA;R-CE;9;10;9;9;10;3;NA;NA;NA;NA;NA;NA;circle;star;star;star;star;star;Aufkleber;Brauchst du den großen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;55;34;fbrdc;br;dc;BR-A;BR-AB;NA;9;10;2;3;10;2;blue;orange;blue;blue;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;56;34;fbrdf;br;df;BR-B;NA;BR-AB;9;10;2;3;10;2;NA;NA;NA;NA;NA;NA;triangle;diamond;triangle;triangle;diamond;diamond;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;57;34;fbrcf;br;cf;NA;BR-BA;BR-BA;NA;NA;NA;NA;NA;NA;orange;orange;blue;blue;orange;blue;diamond;triangle;diamond;diamond;triangle;triangle;Aufkleber;Brauchst du den orangen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;58;34;ferdc;er;dc;R-A;NR-AC;NA;10;2;2;1;1;1;blue;blue;blue;blue;blue;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;59;34;ferdf;er;df;R-B;NA;NR-AC;10;2;2;1;1;1;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;60;34;fercf;er;cf;NA;R-CA;NR-CA;NA;NA;NA;NA;NA;NA;brown;blue;blue;blue;blue;blue;circle;circle;circle;circle;circle;triangle;Aufkleber;Brauchst du den braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;61;34;fzrdc;zr;dc;NR-A;R-AD;NA;10;9;9;9;10;2;blue;grey;grey;grey;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;62;34;fzrdf;zr;df;NR-B;NA;R-AD;10;9;9;9;10;2;NA;NA;NA;NA;NA;NA;triangle;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;63;34;fzrcf;zr;cf;NA;NR-DA;R-DA;NA;NA;NA;NA;NA;NA;grey;grey;grey;grey;grey;blue;quadrat;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;64;35;fbrdc;br;dc;BR-A;BR-AE;NA;9;10;2;2;9;1;blue;black;blue;blue;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;65;35;fbrdf;br;df;BR-B;NA;BR-AE;9;10;2;2;9;1;NA;NA;NA;NA;NA;NA;triangle;star;triangle;triangle;star;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;66;35;fbrcf;br;cf;NA;BR-EA;BR-EA;NA;NA;NA;NA;NA;NA;black;black;blue;blue;black;blue;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;67;35;ferdc;er;dc;R-A;NR-AF;NA;10;3;3;2;1;2;blue;blue;blue;blue;blue;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;68;35;ferdf;er;df;R-B;NA;NR-AF;10;3;3;2;1;2;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;69;35;fercf;er;cf;NA;R-FA;NR-FA;NA;NA;NA;NA;NA;NA;green;blue;blue;blue;blue;blue;heart;heart;heart;heart;heart;triangle;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
5;70;35;fzrdc;zr;dc;NR-A;R-BC;NA;10;10;9;10;9;3;orange;brown;brown;brown;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;71;35;fzrdf;zr;df;NR-B;NA;R-BC;10;10;9;10;9;3;NA;NA;NA;NA;NA;NA;diamond;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;72;35;fzrcf;zr;cf;NA;NR-CB;R-CB;NA;NA;NA;NA;NA;NA;brown;brown;brown;brown;brown;orange;circle;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;73;36;fbrdc;br;dc;BR-A;BR-BD;NA;9;10;2;1;9;1;orange;grey;orange;orange;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;74;36;fbrdf;br;df;BR-B;NA;BR-BD;9;10;2;1;9;1;NA;NA;NA;NA;NA;NA;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;75;36;fbrcf;br;cf;NA;BR-DB;BR-DB;NA;NA;NA;NA;NA;NA;grey;grey;orange;orange;grey;orange;quadrat;diamond;quadrat;quadrat;diamond;diamond;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;76;36;ferdc;er;dc;R-A;NR-BE;NA;10;2;2;2;3;3;orange;orange;orange;orange;orange;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;77;36;ferdf;er;df;R-B;NA;NR-BE;10;2;2;2;3;3;NA;NA;NA;NA;NA;NA;diamond;diamond;diamond;diamond;diamond;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;78;36;fercf;er;cf;NA;R-EB;NR-EB;NA;NA;NA;NA;NA;NA;black;orange;orange;orange;orange;orange;star;star;star;star;star;diamond;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;79;36;fzrdc;zr;dc;NR-A;R-BF;NA;9;9;9;10;10;2;orange;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;80;36;fzrdf;zr;df;NR-B;NA;R-BF;9;9;9;10;10;2;NA;NA;NA;NA;NA;NA;diamond;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
5;81;36;fzrcf;zr;cf;NA;NR-FB;R-FB;NA;NA;NA;NA;NA;NA;green;green;green;green;green;orange;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
5;82;37;fbrdc;br;dc;BR-A;BR-CD;NA;9;9;2;3;10;2;brown;grey;brown;brown;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
5;83;37;fbrdf;br;df;BR-B;NA;BR-CD;9;9;2;3;10;2;NA;NA;NA;NA;NA;NA;circle;quadrat;circle;circle;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;84;37;fbrcf;br;cf;NA;BR-DC;BR-DC;NA;NA;NA;NA;NA;NA;grey;grey;brown;brown;grey;brown;quadrat;circle;quadrat;quadrat;circle;circle;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;85;37;ferdc;er;dc;R-A;NR-CE;NA;9;3;1;1;2;3;brown;brown;brown;brown;brown;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
5;86;37;ferdf;er;df;R-B;NA;NR-CE;9;3;1;1;2;3;NA;NA;NA;NA;NA;NA;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;87;37;fercf;er;cf;NA;R-EC;NR-EC;NA;NA;NA;NA;NA;NA;black;brown;brown;brown;brown;brown;star;star;star;star;star;circle;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;88;37;fzrdc;zr;dc;NR-A;R-CF;NA;10;10;10;9;10;2;brown;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
5;89;37;fzrdf;zr;df;NR-B;NA;R-CF;10;10;10;9;10;2;NA;NA;NA;NA;NA;NA;circle;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
5;90;37;fzrcf;zr;cf;NA;NR-FC;R-FC;NA;NA;NA;NA;NA;NA;green;green;green;green;green;brown;heart;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
5;91;38;fbrdc;br;dc;BR-A;BR-DE;NA;9;10;1;1;9;3;grey;black;grey;grey;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
5;92;38;fbrdf;br;df;BR-B;NA;BR-DE;9;10;1;1;9;3;NA;NA;NA;NA;NA;NA;quadrat;star;quadrat;quadrat;star;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;93;38;fbrcf;br;cf;NA;BR-ED;BR-ED;NA;NA;NA;NA;NA;NA;black;black;grey;grey;black;grey;star;quadrat;star;star;quadrat;quadrat;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;94;38;ferdc;er;dc;R-A;NR-DF;NA;10;1;2;3;1;2;grey;grey;grey;grey;grey;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
5;95;38;ferdf;er;df;R-B;NA;NR-DF;10;1;2;3;1;2;NA;NA;NA;NA;NA;NA;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;96;38;fercf;er;cf;NA;R-FD;NR-FD;NA;NA;NA;NA;NA;NA;green;grey;grey;grey;grey;grey;heart;heart;heart;heart;heart;quadrat;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
5;97;38;fzrdc;zr;dc;NR-A;R-EF;NA;10;10;10;10;10;1;black;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
5;98;38;fzrdf;zr;df;NR-B;NA;R-EF;10;10;10;10;10;1;NA;NA;NA;NA;NA;NA;star;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;99;38;fzrcf;zr;cf;NA;NR-FE;R-FE;NA;NA;NA;NA;NA;NA;black;black;black;black;black;green;star;heart;star;star;heart;heart;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;1;28;fbrcf;br;cf;NA;BR-DF;BR-DF;NA;NA;NA;NA;NA;NA;grey;grey;green;green;grey;green;quadrat;heart;quadrat;quadrat;heart;heart;Aufkleber;Brauchst du den grauen quadratischen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
6;2;28;fbrdc;br;dc;BR-A;BR-DF;NA;10;9;1;5;9;6;grey;green;grey;grey;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grauen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;3;28;fbrdf;br;df;BR-A;NA;BR-DF;10;9;1;5;9;6;NA;NA;NA;NA;NA;NA;quadrat;heart;quadrat;quadrat;heart;heart;Aufkleber;Brauchst du den großen quadratischen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;4;28;fercf;er;cf;NA;R-DF;NR-DF;NA;NA;NA;NA;NA;NA;grey;green;green;green;green;green;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den quadratischen grauen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
6;5;28;ferdc;er;dc;R-A;NR-DF;NA;10;4;5;1;3;6;grey;grey;grey;grey;grey;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den grauen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;6;28;ferdf;er;df;R-A;NA;NR-DF;10;4;5;1;3;6;NA;NA;NA;NA;NA;NA;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den quadratischen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;7;28;fzrcf;zr;cf;NA;NR-DF;R-DF;NA;NA;NA;NA;NA;NA;grey;grey;grey;grey;grey;green;quadrat;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den grauen quadratischen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;8;28;fzrdc;zr;dc;NR-A;R-DF;NA;10;10;9;9;9;5;grey;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grauen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
6;9;28;fzrdf;zr;df;NR-A;NA;R-DF;10;10;9;9;9;5;NA;NA;NA;NA;NA;NA;quadrat;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen quadratischen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
6;10;29;fbrcf;br;cf;NA;BR-EA;BR-EA;NA;NA;NA;NA;NA;NA;black;black;blue;blue;black;blue;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den sternförmigen schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;11;29;fbrdc;br;dc;BR-A;BR-EA;NA;10;9;5;4;9;6;black;blue;black;black;blue;blue;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den schwarzen großen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
6;12;29;fbrdf;br;df;BR-A;NA;BR-EA;10;9;5;4;9;6;NA;NA;NA;NA;NA;NA;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den sternförmigen großen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;13;29;fercf;er;cf;NA;R-EA;NR-EA;NA;NA;NA;NA;NA;NA;black;blue;blue;blue;blue;blue;star;star;star;star;star;triangle;Aufkleber;Brauchst du den schwarzen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;14;29;ferdc;er;dc;R-A;NR-EA;NA;9;4;4;2;3;5;black;black;black;black;black;blue;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen schwarzen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
6;15;29;ferdf;er;df;R-A;NA;NR-EA;9;4;4;2;3;5;NA;NA;NA;NA;NA;NA;star;star;star;star;star;triangle;Aufkleber;Brauchst du den großen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;16;29;fzrcf;zr;cf;NA;NR-EA;R-EA;NA;NA;NA;NA;NA;NA;black;black;black;black;black;blue;star;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den schwarzen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;17;29;fzrdc;zr;dc;NR-A;R-EA;NA;9;9;10;9;9;1;black;blue;blue;blue;blue;blue;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen schwarzen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
6;18;29;fzrdf;zr;df;NR-A;NA;R-EA;9;9;10;9;9;1;NA;NA;NA;NA;NA;NA;star;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den großen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
6;19;30;fbrcf;br;cf;NA;BR-FB;BR-FB;NA;NA;NA;NA;NA;NA;green;green;orange;orange;green;orange;heart;diamond;heart;heart;diamond;diamond;Aufkleber;Brauchst du den grünen herzförmigen Aufkleber?;Brauchst du den grünen Aufkleber?;Wie fragst Du?;blurred
6;20;30;fbrdc;br;dc;BR-A;BR-FB;NA;10;10;4;2;9;4;green;orange;green;green;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grünen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;21;30;fbrdf;br;df;BR-A;NA;BR-FB;10;10;4;2;9;4;NA;NA;NA;NA;NA;NA;heart;diamond;heart;heart;diamond;diamond;Aufkleber;Brauchst du den großen herzförmigen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;22;30;fercf;er;cf;NA;R-FB;NR-FB;NA;NA;NA;NA;NA;NA;green;orange;orange;orange;orange;orange;heart;heart;heart;heart;heart;diamond;Aufkleber;Brauchst du den herzförmigen grünen Aufkleber?;Brauchst du den grünen Aufkleber?;Wie fragst Du?;blurred
6;23;30;ferdc;er;dc;R-A;NR-FB;NA;10;3;3;3;4;3;green;green;green;green;green;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den grünen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;24;30;ferdf;er;df;R-A;NA;NR-FB;10;3;3;3;4;3;NA;NA;NA;NA;NA;NA;heart;heart;heart;heart;heart;diamond;Aufkleber;Brauchst du den herzförmigen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;25;30;fzrcf;zr;cf;NA;NR-FB;R-FB;NA;NA;NA;NA;NA;NA;green;green;green;green;green;orange;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den grünen herzförmigen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
6;26;30;fzrdc;zr;dc;NR-A;R-FB;NA;9;9;9;10;10;3;green;orange;orange;orange;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grünen Aufkleber?;Brauchst du den grünen Aufkleber?;Wie fragst Du?;blurred
6;27;30;fzrdf;zr;df;NR-A;NA;R-FB;9;9;9;10;10;3;NA;NA;NA;NA;NA;NA;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den großen herzförmigen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
6;28;31;fbrcf;br;cf;NA;BR-AC;BR-AC;NA;NA;NA;NA;NA;NA;blue;blue;brown;brown;blue;brown;triangle;circle;triangle;triangle;circle;circle;Aufkleber;Brauchst du den blauen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;29;31;fbrdc;br;dc;BR-A;BR-AC;NA;9;10;5;2;9;2;blue;brown;blue;blue;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den blauen großenAufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;30;31;fbrdf;br;df;BR-A;NA;BR-AC;9;10;5;2;9;2;NA;NA;NA;NA;NA;NA;triangle;circle;triangle;triangle;circle;circle;Aufkleber;Brauchst du den dreieckigen großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;31;31;fercf;er;cf;NA;R-AC;NR-AC;NA;NA;NA;NA;NA;NA;blue;brown;brown;brown;brown;brown;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den blauen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;32;31;ferdc;er;dc;R-A;NR-AC;NA;10;5;1;1;6;5;blue;blue;blue;blue;blue;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen blauen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;33;31;ferdf;er;df;R-A;NA;NR-AC;10;5;1;1;6;5;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den großen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;34;31;fzrcf;zr;cf;NA;NR-AC;R-AC;NA;NA;NA;NA;NA;NA;blue;blue;blue;blue;blue;brown;triangle;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den blauen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;35;31;fzrdc;zr;dc;NR-A;R-AC;NA;10;10;9;10;9;3;blue;brown;brown;brown;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen blauen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
6;36;31;fzrdf;zr;df;NR-A;NA;R-AC;10;10;9;10;9;3;NA;NA;NA;NA;NA;NA;triangle;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den großen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
6;37;32;fbrcf;br;cf;NA;BR-BD;BR-BD;NA;NA;NA;NA;NA;NA;orange;orange;grey;grey;orange;grey;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den orangen diamantförmigen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;38;32;fbrdc;br;dc;BR-A;BR-BD;NA;9;9;2;6;10;6;orange;grey;orange;orange;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen orangen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;39;32;fbrdf;br;df;BR-A;NA;BR-BD;9;9;2;6;10;6;NA;NA;NA;NA;NA;NA;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den großen diamantförmigen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
6;40;32;fercf;er;cf;NA;R-BD;NR-BD;NA;NA;NA;NA;NA;NA;orange;grey;grey;grey;grey;grey;diamond;diamond;diamond;diamond;diamond;quadrat;Aufkleber;Brauchst du den diamantförmigen orangen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
6;41;32;ferdc;er;dc;R-A;NR-BD;NA;10;5;1;5;4;1;orange;orange;orange;orange;orange;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den orangen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
